id	group	title	verdict	routing_class	confidence	basis
704	G9	Extend sign-in interception to social OAuth	OPEN-VALID	LANE-BRIEF(security)	A verified	No social-OAuth sign-in interception found; the social entry points sit in layout.tsx, outside SignInModal's returnTo handling (:150).
867	G9	Fix email-auth experts on remaining legacy auth routes	UNVERIFIED-NARROW	LANE-BRIEF(security)	A verified	No "legacy" auth route found in server/replit_integrations/auth/. Likely already removed; needs the board's own definition of which routes it means.
919	G9	Enforce rejection-reason length across endpoints	PARTIAL	BUILD	A verified	Length enforced at admin.routes.ts:1147 (reason.slice(0,2000)) but not proven "across endpoints" - the ask is the other rails.
1177	G9	Audit auth gates across privileged route files	LANE-BRIEF	LANE-BRIEF(security)	A verified	Overlaps the mutation-auth program (#1679) + docs/security/tier2-development-audit-2026-08-20.md. Fold in, don't run a second audit.
1178	G9	Catch missing auth guards on payment routes	CLOSE-DONE	TEST-PROGRAM	A verified	scripts/check-money-endpoints.cjs exists AND is a required context ("money-endpoint-guard (CLAUDE.md §14)").
1271	G9	Enforce the shared auth-helper convention	CLOSE-DONE	LANE-BRIEF(security)	A verified	Shared helper server/utils/auth.ts getUserId; convention enforced by the required context "claims-only-lookup-guard (session-user extraction)".
1309	G9	Sanitize expert bios and headlines	PARTIAL	BUILD	A verified	bio IS sanitized at the profile rail (auth/routes.ts:30, with firstName/lastName/specialties at :28-32). No "headline" field found there - confirm the field name before closing.
1310	G9	Verify sanitized public expert fields	TEST-PROGRAM	TEST-PROGRAM	A verified	expert-read-scope.ts:2 is "The ONE read-scope decision for the public expert surfaces". Projector exists; the ask is the proof.
1311	G9	Clean existing unsafe reviews, venues, and EA records	PARTIAL	BUILD	A verified	EA records sanitized (ea.routes.ts:102-103,166). Reviews/venues not proven on this pass.
1312	G9	Verify sanitized review and venue text in emails and exports	OPEN-VALID	TEST-PROGRAM	A verified	email.service.ts contains no sanitize call, so review/venue text reaches emails unsanitized.
1316	G9	Clean stored provider-service HTML	CLOSE-DONE	BUILD	A verified	Sanitized at the write rail: routes.ts:3783 `sanitizeStringFields(insertProviderServiceSchema.parse(...))`, plus :3691 for content. Historical rows are #1400, still open.
1317	G9	Prevent double-escaped trip text	CLOSE-DONE	BUILD	A verified	text-sanitizer.ts:19 documents why bare angle brackets are deliberately NOT entity-encoded (React escapes at render) - that IS the double-escape prevention.
1318	G9	Verify natural special-character rendering	TEST-PROGRAM	TEST-PROGRAM	A verified	Same module as #1317; the ask is the render proof.
1388	G9	Block non-EAs from EA pages and APIs	CLOSE-DONE	LANE-BRIEF(security)	A verified	server/middleware/ea-rbac.ts isEA — applies to every /api/ea/* route
1390	G9	Enforce suspension through Instagram OAuth	OPEN-VALID	LANE-BRIEF(security)	A verified	CONFIRMED: suspension is enforced in three passport strategies - emailAuth.ts:234, facebookAuth.ts:143, replitAuth.ts:152/:243 - and there is NO instagramAuth.ts. Instagram is a route rail (server/routes/instagram.ts:92, isAuthenticated only) with no suspension check. Severity depends on whether that rail can mint a session or only links an account; check that before sizing.
1391	G9	Enforce suspension through Facebook login	CLOSE-DONE	LANE-BRIEF(security)	A verified	facebookAuth.ts:143 refuses a suspended account at the strategy.
1394	G9	Sanitize knowledge-proof answers	OPEN-VALID	BUILD	A verified	expertise-scoring.service.ts:137 only `.trim()`s the free-text answer - no sanitization on a field captured at onboarding.
1395	G9	Prevent suspended admins from self-restoring	LIKELY-DONE	BUILD	A verified	admin.routes.ts:283-288 explicitly guards against a suspended admin's stale session reaching handler logic.
1399	G9	Sanitize provider applications	CLOSE-DONE	BUILD	A verified	admin.routes.ts:6 imports sanitizeText + sanitizeStringFields for the application rails.
1400	G9	Clean historical expert applications	OPEN-VALID	BUILD	A verified	No backfill migration sanitizing historical application rows (migration 254 is provenance, unrelated).
1401	G9	Preserve Stripe details for admins	LIKELY-DONE	LANE-BRIEF(money §8/§14/§18/§19)	A verified	Role-aware projector sanitizeUserForRole (routes.ts:175) + expert-read-scope.ts:16-17, which names stripeCustomerId/stripeAccountId explicitly.
1402	G9	Hide Stripe fields from providers	LIKELY-DONE	LANE-BRIEF(money §8/§14/§18/§19)	A verified	Same projector - #1401 and #1402 are two halves of one lane.
1431	G9	Extend booking IDOR guards to PUT and DELETE	OPEN-RESHAPE	LANE-BRIEF(security)	A verified	STRUCTURAL FINDING: requireOwnership (server/middleware/ownershipGuard.ts:18) has ZERO live call sites - its only mention anywhere is a comment at trips.routes.ts:371 saying it cannot be used there. Ownership is enforced inline instead. So "extend the guard to PUT/DELETE" is the wrong shape; verify booking PUT/DELETE through the mutation-auth resource-ownership probes, and treat the unused middleware as an §18c delete-or-adopt decision.
1432	G9	Prevent cross-traveler booking access	OPEN-RESHAPE	LANE-BRIEF(security)	A verified	Same as #1431 - belongs to the mutation-auth program, not to this middleware.
1434	G9	Block suspended users on routes reading req.user directly	BUILD	LANE-BRIEF(security)	A verified	Suspension enforced only in auth strategies (replitAuth/emailAuth/facebookAuth); no suspension middleware. Mid-session bypass plausible.
1435	G9	Block suspended users on WebSocket and SSE	BUILD	LANE-BRIEF(security)	A verified	server/websocket.ts has an auth test, no suspension check found.
1461	G9	Enforce user blocking through WebSockets	CLOSE-DONE	LANE-BRIEF(security)	A verified	websocket.ts:198 - block enforcement via createChat's sentinel when a block row exists.
1468	G9	Confirm ADMIN_EMAIL bootstrap	CLOSE-DONE	TEST-PROGRAM	A verified	server/index.ts:904 bootstraps the admin account from ADMIN_EMAIL.
1469	G9	Surface missing ADMIN_EMAIL in production	OPEN-VALID	BUILD	A verified	No ADMIN_EMAIL surfacing in runtime-health.service.ts - a missing value stays silent in production.
1471	G9	Preserve role changes when audit insertion fails	CLOSE-DONE	LANE-BRIEF(security)	A verified	role-transition.ts:21 - the audit write runs INSIDE the role/audit transaction so no caller can bypass it.
1472	G9	Verify role-change audit records	CLOSE-DONE	TEST-PROGRAM	A verified	server/__tests__/role-audit-atomicity.db.test.ts (A1 asserts oldRole/newRole), accessAuditLogs action="role_change".
1474	G9	Audit application approval and rejection role changes	CLOSE-DONE	LANE-BRIEF(security)	A verified	role-transition.ts:8 covers the approval/rejection handlers explicitly.
1475	G9	Prevent silent audit loss during database pressure	CLOSE-DONE	LANE-BRIEF(security)	A verified	Same lane: role-audit-atomicity.db.test.ts is real-DB with failure injection.
1545	G9	Verify Instagram OAuth callbacks for providers	TEST-PROGRAM	TEST-PROGRAM	A verified	The callback exists (routes/instagram.ts:92, isAuthenticated). "Verify for providers" is coverage.
1677	G9	Prevent cross-user payment-record changes	LANE-BRIEF	LANE-BRIEF(money §8/§14/§18/§19)	A verified	Same program as #1678/#1679 — one lane, not three tickets.
1678	G9	Prevent cross-account traveler, expert, and provider changes	LANE-BRIEF	LANE-BRIEF(security)	A verified	Same program as #1677/#1679.
1679	G9	Require authorization proof on every remaining mutation route	RULE-FIRST	LANE-BRIEF(security)	A verified	Not a task: a program over 588 mutation endpoints. generated/security/mutation-auth-coverage.md stale (2026-08-26, hash mismatch, reads 0/588); check:mutation-auth-coverage wired into NO workflow. Regenerate before sizing.
289	G10	Index service demand signals	VERIFY	LANE-BRIEF(schema/publish-trap)	B probe(built)	Feature area present, no test/gate coverage found (6 files).
290	G10	Fix the unified-result-card syntax error	VERIFY	BUILD	B probe(built)	Feature area present, no test/gate coverage found (3 files).
301	G10	Fix legacy route-helper and service TypeScript errors	VERIFY-THEN-CLOSE	BUILD	B probe(built+tested)	Feature area present and test/gate-covered (4 files, 1 test/CI).
303	G10	Clear the 174-error TypeScript baseline	CLOSE-CONFLICT	BUILD	A verified	Stale number + obsolete framing: build.yml:238 holds TSC_BASELINE 129, ratcheting 199->129 down-only. 174 never appears in that history.
489	G10	Move startup seeds out of routes.ts	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
515	G10	Stop destination calendar seed errors at startup	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
526	G10	Fix migration-runner TypeScript errors	BUILD	LANE-BRIEF(schema/publish-trap)	C routed	Routed by governance class; staleness not individually probed.
632	G10	Stamp removed migration 075 in production	NEEDS-RUNTIME	LANE-BRIEF(schema/publish-trap)	A verified	075 already deleted and removed from migration-files.ts (registry L116-121). Prod stamping is an operator action.
843	G10	Remove duplicate inline route implementations	VERIFY-THEN-CLOSE	BUILD	B probe(built+tested)	Feature area present and test/gate-covered (16 files, 3 test/CI).
1184	G10	Consolidate duplicate HTML sanitizers	CLOSE-DONE	BUILD	A verified	FALSE POSITIVE, corrected while building: the three modules do DIFFERENT jobs - text-sanitizer.ts strips HTML from authored text, data-sanitizer.ts is role-based PII masking, ai-error-sanitizer.ts scrubs AI provider errors. They share only the word. text-sanitizer.ts:10-43 carries a CANONICAL SANITIZATION POLICY stating the two user-text sanitizers diverge on purpose ('The divergence is INTENTIONAL') because sanitizeInput entity-encodes for non-React surfaces while sanitizeText does not, to avoid double-encoding. Consolidating would reintroduce the exact defect board #1317 asks to prevent.
1258	G10	Verify undeclared tables against production	NEEDS-RUNTIME	TEST-PROGRAM	A verified	Guard exists (check-undeclared-tables.cjs); 'verify against production' needs the prod DB.
1397	G10	Detect partial non-unique index drift before publishing	CLOSE-DONE	TEST-PROGRAM	A verified	scripts/preflight-prod-unique-indexes.cjs
1398	G10	Find schema declarations missing migration-added columns	CLOSE-DONE	LANE-BRIEF(schema/publish-trap)	A verified	scripts/check-undeclared-tables.cjs + preview-ai-cost-tracking-shape.cjs
1412	G10	Block unqualified responsive grid classes	BUILD	LANE-BRIEF(security)	A verified	No guard found for unqualified responsive grid classes.
286	G11	Add cache regression tests	VERIFY-THEN-CLOSE	BUILD	B probe(built+tested)	Feature area present and test/gate-covered (13 files, 10 test/CI).
322	G11	Add commission-rate regression tests	VERIFY-THEN-CLOSE	LANE-BRIEF(money §8/§14/§18/§19)	B probe(built+tested)	Feature area present and test/gate-covered (2 files, 2 test/CI).
490	G11	Add automated route coverage	VERIFY-THEN-CLOSE	BUILD	B probe(built+tested)	Feature area present and test/gate-covered (13 files, 9 test/CI).
525	G11	Verify migrations on a fresh production database	NEEDS-RUNTIME	TEST-PROGRAM	A verified	Requires a fresh production-shaped DB.
567	G11	Catch migration-chain gaps	CLOSE-DONE	TEST-PROGRAM	A verified	migration-files.ts is canonical for runtime AND the chain-integrity test (CLAUDE.md)
678	G11	Cover /earn error banners in smoke tests	BUILD	TEST-PROGRAM	B probe(none)	No implementation found under probed identifiers.
712	G11	Catch stale navigation and footer links	VERIFY-THEN-CLOSE	TEST-PROGRAM	B probe(built+tested)	Feature area present and test/gate-covered (10 files, 7 test/CI).
713	G11	Require the footer-link gate	BUILD	BUILD	A verified	footer-links-gate.yml exists, NOT in branch-protection.json's 10 contexts. One-file edit.
714	G11	Check static-page links	BUILD	BUILD	B probe(none)	No implementation found under probed identifiers.
715	G11	Check navbar links	VERIFY-THEN-CLOSE	BUILD	B probe(built+tested)	Feature area present and test/gate-covered (6 files, 4 test/CI).
742	G11	Keep EA route smoke lists synchronized	BUILD	BUILD	B probe(none)	No implementation found under probed identifiers.
743	G11	Share build cache across CI workflows	VERIFY-THEN-CLOSE	BUILD	B probe(built+tested)	Feature area present and test/gate-covered (21 files, 21 test/CI).
750	G11	Seed EA gifts and events for CI	VERIFY-THEN-CLOSE	BUILD	B probe(built+tested)	Feature area present and test/gate-covered (3 files, 2 test/CI).
762	G11	Test broken shared itinerary links	VERIFY	TEST-PROGRAM	B probe(built)	Feature area present, no test/gate coverage found (1 files).
776	G11	Block merges with broken app routes	CLOSE-DONE	LANE-BRIEF(security)	A verified	'app-routes-smoke' already a required context in .github/branch-protection.json
777	G11	Block broken auth-gated routes	CLOSE-DONE	LANE-BRIEF(security)	A verified	'auth-routes-smoke' already a required context in .github/branch-protection.json
782	G11	Validate the CI-user seed script	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
786	G11	Require remaining Tier 2 checks	BUILD	BUILD	A verified	Same one-file edit as #713/#787/#790 (10 required contexts vs 51 workflows).
787	G11	Require the neighborhood gate	BUILD	BUILD	A verified	neighborhoods-gate.yml exists, not required.
788	G11	Parallelize auth-route checks	BUILD	LANE-BRIEF(security)	B probe(none)	No implementation found under probed identifiers.
789	G11	Require the bundle-build check	CLOSE-DONE	BUILD	A verified	'build (vite + esbuild bundle)' already a required context
790	G11	Require remaining Tier 1 gates	BUILD	BUILD	A verified	Same one-file edit as #713/#786/#787.
791	G11	Share setup cache across gate workflows	BUILD	BUILD	B probe(none)	No implementation found under probed identifiers.
800	G11	Detect workflows that fail to initialize Postgres	CLOSE-DONE	TEST-PROGRAM	A verified	.github/workflows/ci-db-setup-lint.yml
804	G11	Catch broken cart redirects	VERIFY-THEN-CLOSE	TEST-PROGRAM	B probe(built+tested)	Feature area present and test/gate-covered (5 files, 3 test/CI).
806	G11	Catch broken navbar navigation	BUILD	TEST-PROGRAM	B probe(none)	No implementation found under probed identifiers.
807	G11	Catch broken React navigation calls	VERIFY-THEN-CLOSE	TEST-PROGRAM	B probe(built+tested)	Feature area present and test/gate-covered (84 files, 6 test/CI).
808	G11	Catch broken Wouter location calls	VERIFY-THEN-CLOSE	TEST-PROGRAM	B probe(built+tested)	Feature area present and test/gate-covered (183 files, 8 test/CI).
824	G11	Catch broken fee-config redirects	BUILD	TEST-PROGRAM	B probe(none)	No implementation found under probed identifiers.
825	G11	Verify parameterized redirects	BUILD	TEST-PROGRAM	B probe(none)	No implementation found under probed identifiers.
827	G11	Catch /discover mobile regressions	VERIFY-THEN-CLOSE	TEST-PROGRAM	B probe(built+tested)	Feature area present and test/gate-covered (1 files, 1 test/CI).
870	G11	Run the AI price guard automatically	BUILD	LANE-BRIEF(money §8/§14/§18/§19)	C routed	Routed by governance class; staleness not individually probed.
871	G11	Detect server tests that silently don't run	CLOSE-DONE	TEST-PROGRAM	A verified	scripts/check-test-files-wired.cjs (§18d) + 'test-file-reachability' required context
1248	G11	Keep hydration test resets out of production	VERIFY-THEN-CLOSE	BUILD	B probe(built+tested)	Feature area present and test/gate-covered (6 files, 1 test/CI).
1292	G11	Seed a paid confirmed booking for completion tests	BUILD	BUILD	B probe(none)	No implementation found under probed identifiers.
1405	G11	Detect iOS keyboard-covered checkout fields	BUILD	TEST-PROGRAM	B probe(none)	No implementation found under probed identifiers.
1416	G11	Run WebKit smoke tests in CI	VERIFY	BUILD	B probe(built)	Feature area present, no test/gate coverage found (2 files).
1490	G11	Detect console-mockup drift	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1526	G11	Catch broken listing submission	BUILD	TEST-PROGRAM	B probe(none)	No implementation found under probed identifiers.
1764	G11	Stop publishing when the approved revision changes	CLOSE-DONE	BUILD	A verified	scripts/publish-preflight.cjs
147	G12	Align stream-card labels with selected periods	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
241	G12	Make Explore Spine chips scroll correctly on mobile	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
278	G12	Show empty-filter messages	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
282	G12	Fix unified-results display	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
435	G12	Standardize city-name capitalization	CLOSE-DONE	BUILD	A verified	cited in ledger DECISIONS.md:725
437	G12	Show Unsplash photographer names	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
442	G12	Show placeholder gem images	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
542	G12	Isolate checkout UpsellSlot failures	BUILD	LANE-BRIEF(money §8/§14/§18/§19)	C routed	Routed by governance class; staleness not individually probed.
606	G12	Remove the expert-offerings loading flash	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
756	G12	Preserve executive-card scroll position	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
757	G12	Keep executive cards open after closing edit dialogs	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
881	G12	Prevent service-template application CTA flashing	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1286	G12	Keep the banner sandbox synchronized	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1406	G12	Preserve pinch-to-zoom	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1417	G12	Verify mobile WebKit checkout	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1424	G12	Verify tablet admin stat panels	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1443	G12	Add imagery to experience-template chips	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1495	G12	Replace the footer logo placeholder	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1618	G12	Catch review-page dark-mode regressions	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1638	G12	Make admin and partner controls screen-reader accessible	BUILD	LANE-BRIEF(security)	C routed	Routed by governance class; staleness not individually probed.
1639	G12	Bring important text to WCAG AA contrast	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1734	G12	Catch offering-header regressions	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
215	G13	Add schedule checks beyond dinner gaps	RULE-FIRST	BUILD	A verified	The dinner/meal check exists - advisor-fundamentals.service.ts:57 FOOD_RE covers dinner/lunch/breakfast/brunch/cafe. Adding checks means amending the RATIFIED fundamentals checklist (LD 21: deterministic, §13-honest, a check with insufficient data is omitted with a reason). That is a ruling, not a ticket.
527	G13	Prevent duplicate activity bookings	PARTIAL	BUILD	A verified	booking.service.ts:1074 already prevents duplicate PENDING requests for the same target. Whether that covers the activity-booking case specifically is the open half.
528	G13	Extend double-confirmation protection to service bookings	CLOSE-DONE	BUILD	A verified	server/utils/booking-from-states.ts + expectedFromStatuses atomic conditional (§18b); ledger DECISIONS.md:339
667	G13	Prevent services disappearing during category changes	OPEN-VALID	BUILD	A verified	routes.ts:339 maps service-category to booking_fee_configs, but no guard prevents a category change from orphaning a live listing from its feeds.
1179	G13	Batch stale and stuck booking admin lists	OPEN-VALID	LANE-BRIEF(security)	A verified	CONFIRMED: three separate admin endpoints exist - /api/admin/bookings/stale-pending (admin.routes.ts:426), /balance-overdue (:469) and /stuck-pending (:506). Batching them is exactly the open ask.
1238	G13	Verify skip-modal rebooking	OPEN-VALID	TEST-PROGRAM	A verified	No skip-modal rebooking path found on the traveler booking surfaces.
1272	G13	Verify destination-based expert auto-assignment	TEST-PROGRAM	TEST-PROGRAM	A verified	lead-routing.service.ts:3 scores experts on destination match, specialty, availability and response rate. Rail exists; the ask is the proof. NOTE: auto-assignment was RETIRED for affiliate booking requests (ledger 2026-09-08-assignment-is-claimed) - that retirement does NOT apply here, the scoring service stays live.
1273	G13	Rebalance workload when experts stop accepting handoffs	OPEN-VALID	BUILD	A verified	No workload, capacity or accepting-handoffs signal in lead-routing.service.ts - the scorer cannot rebalance away from an expert who stopped accepting.
1280	G13	Roll back assignment diary rows atomically	LIKELY-DONE	BUILD	A verified	LD 32's one-author lane covers it: upsertTripAdvisorRow takes an optional drizzle tx handle so a caller already inside a transaction writes the row inside it, which is the atomic rollback this asks for. Confirm confirmLeadAssignmentTx passes its tx, then close.
1363	G13	Show decline reasons on cancelled bookings	PARTIAL	BUILD	A verified	The reason IS stored (routes.ts:7294 `declineReason: reason ?? null`). The traveler-facing display on cancelled bookings is the open half.
1364	G13	Show decline reasons in expert booking history	OPEN-VALID	BUILD	A verified	expert/bookings.tsx carries no declineReason reference - not shown in expert booking history.
1378	G13	Support typed reasons when declining	OPEN-VALID	BUILD	A verified	Decline reasons are FREE TEXT today (expert/inbox.tsx:133 declineDialog holds a `reason` string). "Typed reasons" means a structured set, which does not exist.
1429	G13	Hide Accept after booking acceptance	CLOSE-DONE	BUILD	A verified	FALSE POSITIVE, corrected while building: the list is already filtered - expert/inbox.tsx:180 `pending = bookings.filter(b => b.status === "pending")` - so Accept/Decline render only for pending rows and an accepted booking leaves the list on invalidate. My earlier verdict read the button block in isolation and missed the list filter.
1430	G13	Block duplicate Decline dialogs	CLOSE-DONE	LANE-BRIEF(security)	A verified	FALSE POSITIVE, corrected while building: the dialog's confirm button is `disabled={statusMutation.isPending}` with a pending label, so the double-submit I described is already blocked by the same guard as the row buttons.
1546	G13	Show attestation blockers in amber	CLOSE-DONE	BUILD	A verified	service-attestations-card.tsx:101 already renders blockers on an amber border/background with an AlertTriangle.
1547	G13	Make blocker Fix links navigate correctly	OPEN-VALID	BUILD	A verified	Same component has no href/navigate on the Fix affordance - the links do not go anywhere.
1562	G13	Prevent duplicate bookings under concurrency	CLOSE-DONE	BUILD	A verified	unique service_bookings_idempotency_key_idx shared/schema.ts:1803 + §15 claim-then-call
1563	G13	Make content-registration failure non-fatal	OPEN-VALID	BUILD	A verified	CONFIRMED and governed: storage.ts:1573 (and :1655) `await this.registerContent({...})` is unguarded, so a registration failure throws and aborts trip creation. §15b's rule - an ancillary effect may not break the operation that authorizes it - and LD 30(b)'s "a failed drain NEVER fails the trip mint" are the governing precedents.
1724	G13	Prevent duplicate ready-made confirmations	CLOSE-DONE	BUILD	A verified	ready-made-purchase.service.ts:132 states the pass is idempotent so a re-entrant recovery credits the author exactly once.
1725	G13	Prevent concurrent duplicate expert applications	BLOCKED(operator precondition)	BUILD	A verified	Real - no app-level duplicate guard near createLocalExpertForm, and migration 000:5053 carries only a referral_code UNIQUE. But the fix is a UNIQUE index, and CLAUDE.md's publish-trap rule requires checking PRODUCTION for existing duplicates first, because a violated UNIQUE fails the publish and offers the destructive copy-dev-over-prod option. That check cannot run from this checkout. Sequence: Replit runs the duplicate query against prod (batch D), THEN this is built here with the index declared in shared/schema.ts.
283	G14	Show demand-refresh status	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
285	G14	Show cache hit/miss metrics	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
287	G14	Show demand-signal trends	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
516	G14	Log migration startup health	BUILD	LANE-BRIEF(schema/publish-trap)	C routed	Routed by governance class; staleness not individually probed.
539	G14	Log auto-cancellation runs permanently	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
621	G14	Show Discover-card impressions	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
623	G14	Measure Discover-card viewing time	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
664	G14	Warn on slow expert-listing and AI-chat queries	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
665	G14	Configure slow-query thresholds per endpoint	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1171	G14	Alert on missed dispute audits	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1172	G14	Extend audit warnings to other admin status changes	BUILD	LANE-BRIEF(security)	C routed	Routed by governance class; staleness not individually probed.
1173	G14	Surface funnel-event errors	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1174	G14	Alert on coordination rollback failures	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1274	G14	Align daily admin metrics with local timezone	BUILD	LANE-BRIEF(security)	C routed	Routed by governance class; staleness not individually probed.
1275	G14	Align monthly revenue filters with admin timezone	BUILD	LANE-BRIEF(money §8/§14/§18/§19)	C routed	Routed by governance class; staleness not individually probed.
1284	G14	Verify Instagram retry banners	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1319	G14	Verify date-filtered CSV exports	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1320	G14	Apply date ranges to analytics overview metrics	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1407	G14	Detect broken Resend keys	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1576	G14	Verify idle health checks after the memory fix	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1714	G14	Detect scheduler pool pressure	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1715	G14	Show recent scheduler failures	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
197	G15	Auto-refresh stale visa data	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
198	G15	Show visa-data confidence	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
206	G15	Show visa details on provider booking cards	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
207	G15	Show traveler document completion to experts	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
208	G15	Let travelers upload checklist documents	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
276	G15	Show partner booking requests	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
294	G15	Let users choose their Maps app	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
323	G15	Track recruitment CTA clicks	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
324	G15	Show expert recruitment in the main feed	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
327	G15	Persist Map/List preferences	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
328	G15	Group saved places by city	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
329	G15	Share or export saved places	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
330	G15	Add save controls to search and Discover	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
353	G15	Remove saved items from Discover	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
355	G15	Add a mini-cart hover preview	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
499	G15	Persist preferred currency	BUILD	LANE-BRIEF(money §8/§14/§18/§19)	C routed	Routed by governance class; staleness not individually probed.
501	G15	Auto-detect local currency	BUILD	LANE-BRIEF(money §8/§14/§18/§19)	C routed	Routed by governance class; staleness not individually probed.
533	G15	Show confirmation codes after payment	BUILD	LANE-BRIEF(money §8/§14/§18/§19)	C routed	Routed by governance class; staleness not individually probed.
536	G15	Show booking confirmation codes in-app	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
840	G15	Add a support-contact page	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
849	G15	Let travelers accept or reject proposed stage changes	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
864	G15	Suppress concierge sign-in prompts for authenticated users	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
865	G15	Prevent concierge-request account hijacking	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
866	G15	Preserve concierge requests through OAuth sign-in	BUILD	LANE-BRIEF(security)	C routed	Routed by governance class; staleness not individually probed.
1240	G15	Save notes silently during browser navigation	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1244	G15	Show traveler-note save timestamps	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1245	G15	Verify expert-note timestamps after reload	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1246	G15	Preserve guest trip planning through sign-in	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1247	G15	Restore trip context on fresh tabs	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1263	G15	Add direct page navigation to admin Users	BUILD	LANE-BRIEF(security)	C routed	Routed by governance class; staleness not individually probed.
1264	G15	Verify preference and storefront saves	TEST-PROGRAM	TEST-PROGRAM	C routed	Routed by governance class; staleness not individually probed.
1293	G15	Explain booking-confirmation wait times	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1336	G15	Persist browse carts across refreshes	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1338	G15	Carry browse-cart items into expert contact	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
1353	G15	Load guest client details without a userId	BUILD	BUILD	C routed	Routed by governance class; staleness not individually probed.
